# cid2code.txt (Version 09/22/2009)
#
# * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *
# * * * * * * * * D E P R E C A T I O N   N O T I C E * * * * * * * *
#
# The use of the Adobe-Japan2-0 character collection is now deprecated
# because the Adobe-Japan1-6 character collection made it
# obsolete. Please refer to the two files named "jisx0212-jp90.txt"
# and "jisx0212-jp04.txt" for the mapping from Adobe-Japan2-0 CIDs to
# corresponding Adobe-Japan1-6 CIDs.
#
# * * * * * * * * D E P R E C A T I O N   N O T I C E * * * * * * * *
# * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *
# The data in this table contains seven tab-delimited columns of
# information. The contents of this file supplement Technical Note
# #5097 "Adobe-Japan2-0 Character Collection for CID-Keyed Fonts":
#
# http://www.adobe.com/devnet/font/
#
# This table contains lists CIDs 0 through 6067 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap resource, and if so, provides the encoded
# value. Here are some common aspects of the data that you will find
# in this table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap resources indicated at the head of each column
#   have both "-H" (horizontal writing mode) and "-V" (vertical
#   writing mode) versions. Those with only a "-H" version are
#   explicitly shown with the "-H" appended. Those with both do not
#   have a writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap resource are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap resource. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 and 7, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "Hojo-H" and "Hojo-V" CMaps (JIS
#   X 0212-1990 character set, ISO-2022-JP-1 encoding).
#
# o Column 3: Character codes for the "Hojo-EUC-H" and "Hojo-EUC-V"
#   CMaps (JIS X 0212-1990 character set, EUC-JP encoding).
#
# o Column 4: Character codes for the "UniHojo-UCS2-H" and
#   "UniHojo-UCS2-V" CMaps (Unicode UCS-2/UTF-16 encoding).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 5: Character codes for the "UniHojo-UTF8-H" and
#   "UniHojo-UTF8-V" CMaps (Unicode UTF-8 encoding).
#
# o Column 6: Character codes for the "UniHojo-UTF16-H" and
#   "UniHojo-UTF16-V" CMaps (Unicode UTF-16 encoding).
#
# o Column 7: Character codes for the "UniHojo-UTF32-H" and
#   "UniHojo-UTF32-V" CMaps (Unicode UTF-32 encoding).
#
CID	Hojo	Hojo-EUC	UniHojo-UCS2	UniHojo-UTF8	UniHojo-UTF16	UniHojo-UTF32
1949	4175	8fc1f5	6600	e69880	6600	00006600
1950	4176	8fc1f6	6604	e69884	6604	00006604
1951	4177	8fc1f7	6608	e69888	6608	00006608
1952	4178	8fc1f8	6609	e69889	6609	00006609
1953	4179	8fc1f9	660d	e6988d	660d	0000660d
1954	417a	8fc1fa	6611	e69891	6611	00006611
1955	417b	8fc1fb	6612	e69892	6612	00006612
1956	417c	8fc1fc	6615	e69895	6615	00006615
1957	417d	8fc1fd	6616	e69896	6616	00006616
1958	417e	8fc1fe	661d	e6989d	661d	0000661d
1959	4221	8fc2a1	661e	e6989e	661e	0000661e
1960	4222	8fc2a2	6621	e698a1	6621	00006621
1961	4223	8fc2a3	6622	e698a2	6622	00006622
1962	4224	8fc2a4	6623	e698a3	6623	00006623
1963	4225	8fc2a5	6624	e698a4	6624	00006624
1964	4226	8fc2a6	6626	e698a6	6626	00006626
1965	4227	8fc2a7	6629	e698a9	6629	00006629
1966	4228	8fc2a8	662a	e698aa	662a	0000662a
1967	4229	8fc2a9	662b	e698ab	662b	0000662b
1968	422a	8fc2aa	662c	e698ac	662c	0000662c
1969	422b	8fc2ab	662e	e698ae	662e	0000662e
1970	422c	8fc2ac	6630	e698b0	6630	00006630
1971	422d	8fc2ad	6631	e698b1	6631	00006631
1972	422e	8fc2ae	6633	e698b3	6633	00006633
1973	422f	8fc2af	6639	e698b9	6639	00006639
1974	4230	8fc2b0	6637	e698b7	6637	00006637
1975	4231	8fc2b1	6640	e69980	6640	00006640
1976	4232	8fc2b2	6645	e69985	6645	00006645
1977	4233	8fc2b3	6646	e69986	6646	00006646
1978	4234	8fc2b4	664a	e6998a	664a	0000664a
1979	4235	8fc2b5	664c	e6998c	664c	0000664c
1980	4236	8fc2b6	6651	e69991	6651	00006651
1981	4237	8fc2b7	664e	e6998e	664e	0000664e
1982	4238	8fc2b8	6657	e69997	6657	00006657
1983	4239	8fc2b9	6658	e69998	6658	00006658
1984	423a	8fc2ba	6659	e69999	6659	00006659
1985	423b	8fc2bb	665b	e6999b	665b	0000665b
1986	423c	8fc2bc	665c	e6999c	665c	0000665c
1987	423d	8fc2bd	6660	e699a0	6660	00006660
1988	423e	8fc2be	6661	e699a1	6661	00006661
1989	423f	8fc2bf	66fb	e69bbb	66fb	000066fb
1990	4240	8fc2c0	666a	e699aa	666a	0000666a
1991	4241	8fc2c1	666b	e699ab	666b	0000666b
1992	4242	8fc2c2	666c	e699ac	666c	0000666c
1993	4243	8fc2c3	667e	e699be	667e	0000667e
1994	4244	8fc2c4	6673	e699b3	6673	00006673
1995	4245	8fc2c5	6675	e699b5	6675	00006675
1996	4246	8fc2c6	667f	e699bf	667f	0000667f
1997	4247	8fc2c7	6677	e699b7	6677	00006677
1998	4248	8fc2c8	6678	e699b8	6678	00006678
1999	4249	8fc2c9	6679	e699b9	6679	00006679
2000	424a	8fc2ca	667b	e699bb	667b	0000667b
2001	424b	8fc2cb	6680	e69a80	6680	00006680
2002	424c	8fc2cc	667c	e699bc	667c	0000667c
2003	424d	8fc2cd	668b	e69a8b	668b	0000668b
2004	424e	8fc2ce	668c	e69a8c	668c	0000668c
2005	424f	8fc2cf	668d	e69a8d	668d	0000668d
2006	4250	8fc2d0	6690	e69a90	6690	00006690
2007	4251	8fc2d1	6692	e69a92	6692	00006692
2008	4252	8fc2d2	6699	e69a99	6699	00006699
2009	4253	8fc2d3	669a	e69a9a	669a	0000669a
2010	4254	8fc2d4	669b	e69a9b	669b	0000669b
2011	4255	8fc2d5	669c	e69a9c	669c	0000669c
2012	4256	8fc2d6	669f	e69a9f	669f	0000669f
2013	4257	8fc2d7	66a0	e69aa0	66a0	000066a0
2014	4258	8fc2d8	66a4	e69aa4	66a4	000066a4
2015	4259	8fc2d9	66ad	e69aad	66ad	000066ad
2016	425a	8fc2da	66b1	e69ab1	66b1	000066b1
2017	425b	8fc2db	66b2	e69ab2	66b2	000066b2
2018	425c	8fc2dc	66b5	e69ab5	66b5	000066b5
2019	425d	8fc2dd	66bb	e69abb	66bb	000066bb
2020	425e	8fc2de	66bf	e69abf	66bf	000066bf
2021	425f	8fc2df	66c0	e69b80	66c0	000066c0
2022	4260	8fc2e0	66c2	e69b82	66c2	000066c2
2023	4261	8fc2e1	66c3	e69b83	66c3	000066c3
2024	4262	8fc2e2	66c8	e69b88	66c8	000066c8
2025	4263	8fc2e3	66cc	e69b8c	66cc	000066cc
2026	4264	8fc2e4	66ce	e69b8e	66ce	000066ce
2027	4265	8fc2e5	66cf	e69b8f	66cf	000066cf
2028	4266	8fc2e6	66d4	e69b94	66d4	000066d4
2029	4267	8fc2e7	66db	e69b9b	66db	000066db
2030	4268	8fc2e8	66df	e69b9f	66df	000066df
2031	4269	8fc2e9	66e8	e69ba8	66e8	000066e8
2032	426a	8fc2ea	66eb	e69bab	66eb	000066eb
2033	426b	8fc2eb	66ec	e69bac	66ec	000066ec
2034	426c	8fc2ec	66ee	e69bae	66ee	000066ee
2035	426d	8fc2ed	66fa	e69bba	66fa	000066fa
2036	426e	8fc2ee	6705	e69c85	6705	00006705
2037	426f	8fc2ef	6707	e69c87	6707	00006707
2038	4270	8fc2f0	670e	e69c8e	670e	0000670e
2039	4271	8fc2f1	6713	e69c93	6713	00006713
2040	4272	8fc2f2	6719	e69c99	6719	00006719
2041	4273	8fc2f3	671c	e69c9c	671c	0000671c
2042	4274	8fc2f4	6720	e69ca0	6720	00006720
2043	4275	8fc2f5	6722	e69ca2	6722	00006722
2044	4276	8fc2f6	6733	e69cb3	6733	00006733
2045	4277	8fc2f7	673e	e69cbe	673e	0000673e
2046	4278	8fc2f8	6745	e69d85	6745	00006745
2047	4279	8fc2f9	6747	e69d87	6747	00006747
2048	427a	8fc2fa	6748	e69d88	6748	00006748
2049	427b	8fc2fb	674c	e69d8c	674c	0000674c
2050	427c	8fc2fc	6754	e69d94	6754	00006754
2051	427d	8fc2fd	6755	e69d95	6755	00006755
2052	427e	8fc2fe	675d	e69d9d	675d	0000675d
2053	4321	8fc3a1	6766	e69da6	6766	00006766
2054	4322	8fc3a2	676c	e69dac	676c	0000676c
2055	4323	8fc3a3	676e	e69dae	676e	0000676e
2056	4324	8fc3a4	6774	e69db4	6774	00006774
2057	4325	8fc3a5	6776	e69db6	6776	00006776
2058	4326	8fc3a6	677b	e69dbb	677b	0000677b
2059	4327	8fc3a7	6781	e69e81	6781	00006781
2060	4328	8fc3a8	6784	e69e84	6784	00006784
2061	4329	8fc3a9	678e	e69e8e	678e	0000678e
2062	432a	8fc3aa	678f	e69e8f	678f	0000678f
2063	432b	8fc3ab	6791	e69e91	6791	00006791
2064	432c	8fc3ac	6793	e69e93	6793	00006793
2065	432d	8fc3ad	6796	e69e96	6796	00006796
2066	432e	8fc3ae	6798	e69e98	6798	00006798
2067	432f	8fc3af	6799	e69e99	6799	00006799
2068	4330	8fc3b0	679b	e69e9b	679b	0000679b
2069	4331	8fc3b1	67b0	e69eb0	67b0	000067b0
2070	4332	8fc3b2	67b1	e69eb1	67b1	000067b1
2071	4333	8fc3b3	67b2	e69eb2	67b2	000067b2
2072	4334	8fc3b4	67b5	e69eb5	67b5	000067b5
2073	4335	8fc3b5	67bb	e69ebb	67bb	000067bb
2074	4336	8fc3b6	67bc	e69ebc	67bc	000067bc
2075	4337	8fc3b7	67bd	e69ebd	67bd	000067bd
2076	4338	8fc3b8	67f9	e69fb9	67f9	000067f9
2077	4339	8fc3b9	67c0	e69f80	67c0	000067c0
2078	433a	8fc3ba	67c2	e69f82	67c2	000067c2
2079	433b	8fc3bb	67c3	e69f83	67c3	000067c3
2080	433c	8fc3bc	67c5	e69f85	67c5	000067c5
2081	433d	8fc3bd	67c8	e69f88	67c8	000067c8
2082	433e	8fc3be	67c9	e69f89	67c9	000067c9
2083	433f	8fc3bf	67d2	e69f92	67d2	000067d2
2084	4340	8fc3c0	67d7	e69f97	67d7	000067d7
2085	4341	8fc3c1	67d9	e69f99	67d9	000067d9
2086	4342	8fc3c2	67dc	e69f9c	67dc	000067dc
2087	4343	8fc3c3	67e1	e69fa1	67e1	000067e1
2088	4344	8fc3c4	67e6	e69fa6	67e6	000067e6
2089	4345	8fc3c5	67f0	e69fb0	67f0	000067f0
2090	4346	8fc3c6	67f2	e69fb2	67f2	000067f2
2091	4347	8fc3c7	67f6	e69fb6	67f6	000067f6
2092	4348	8fc3c8	67f7	e69fb7	67f7	000067f7
2093	4349	8fc3c9	6852	e6a192	6852	00006852
2094	434a	8fc3ca	6814	e6a094	6814	00006814
2095	434b	8fc3cb	6819	e6a099	6819	00006819
2096	434c	8fc3cc	681d	e6a09d	681d	0000681d
2097	434d	8fc3cd	681f	e6a09f	681f	0000681f
2098	434e	8fc3ce	6828	e6a0a8	6828	00006828
2099	434f	8fc3cf	6827	e6a0a7	6827	00006827
2100	4350	8fc3d0	682c	e6a0ac	682c	0000682c
2101	4351	8fc3d1	682d	e6a0ad	682d	0000682d
2102	4352	8fc3d2	682f	e6a0af	682f	0000682f
2103	4353	8fc3d3	6830	e6a0b0	6830	00006830
2104	4354	8fc3d4	6831	e6a0b1	6831	00006831
2105	4355	8fc3d5	6833	e6a0b3	6833	00006833
2106	4356	8fc3d6	683b	e6a0bb	683b	0000683b
2107	4357	8fc3d7	683f	e6a0bf	683f	0000683f
2108	4358	8fc3d8	6844	e6a184	6844	00006844
2109	4359	8fc3d9	6845	e6a185	6845	00006845
2110	435a	8fc3da	684a	e6a18a	684a	0000684a
2111	435b	8fc3db	684c	e6a18c	684c	0000684c
2112	435c	8fc3dc	6855	e6a195	6855	00006855
2113	435d	8fc3dd	6857	e6a197	6857	00006857
2114	435e	8fc3de	6858	e6a198	6858	00006858
2115	435f	8fc3df	685b	e6a19b	685b	0000685b
2116	4360	8fc3e0	686b	e6a1ab	686b	0000686b
2117	4361	8fc3e1	686e	e6a1ae	686e	0000686e
2118	4362	8fc3e2	686f	e6a1af	686f	0000686f
2119	4363	8fc3e3	6870	e6a1b0	6870	00006870
2120	4364	8fc3e4	6871	e6a1b1	6871	00006871
2121	4365	8fc3e5	6872	e6a1b2	6872	00006872
2122	4366	8fc3e6	6875	e6a1b5	6875	00006875
2123	4367	8fc3e7	6879	e6a1b9	6879	00006879
2124	4368	8fc3e8	687a	e6a1ba	687a	0000687a
2125	4369	8fc3e9	687b	e6a1bb	687b	0000687b
2126	436a	8fc3ea	687c	e6a1bc	687c	0000687c
2127	436b	8fc3eb	6882	e6a282	6882	00006882
2128	436c	8fc3ec	6884	e6a284	6884	00006884
2129	436d	8fc3ed	6886	e6a286	6886	00006886
2130	436e	8fc3ee	6888	e6a288	6888	00006888
2131	436f	8fc3ef	6896	e6a296	6896	00006896
2132	4370	8fc3f0	6898	e6a298	6898	00006898
2133	4371	8fc3f1	689a	e6a29a	689a	0000689a
2134	4372	8fc3f2	689c	e6a29c	689c	0000689c
2135	4373	8fc3f3	68a1	e6a2a1	68a1	000068a1
2136	4374	8fc3f4	68a3	e6a2a3	68a3	000068a3
2137	4375	8fc3f5	68a5	e6a2a5	68a5	000068a5
2138	4376	8fc3f6	68a9	e6a2a9	68a9	000068a9
2139	4377	8fc3f7	68aa	e6a2aa	68aa	000068aa
2140	4378	8fc3f8	68ae	e6a2ae	68ae	000068ae
2141	4379	8fc3f9	68b2	e6a2b2	68b2	000068b2
2142	437a	8fc3fa	68bb	e6a2bb	68bb	000068bb
2143	437b	8fc3fb	68c5	e6a385	68c5	000068c5
2144	437c	8fc3fc	68c8	e6a388	68c8	000068c8
2145	437d	8fc3fd	68cc	e6a38c	68cc	000068cc
2146	437e	8fc3fe	68cf	e6a38f	68cf	000068cf
2147	4421	8fc4a1	68d0	e6a390	68d0	000068d0
2148	4422	8fc4a2	68d1	e6a391	68d1	000068d1
2149	4423	8fc4a3	68d3	e6a393	68d3	000068d3
2150	4424	8fc4a4	68d6	e6a396	68d6	000068d6
2151	4425	8fc4a5	68d9	e6a399	68d9	000068d9
2152	4426	8fc4a6	68dc	e6a39c	68dc	000068dc
2153	4427	8fc4a7	68dd	e6a39d	68dd	000068dd
2154	4428	8fc4a8	68e5	e6a3a5	68e5	000068e5
2155	4429	8fc4a9	68e8	e6a3a8	68e8	000068e8
2156	442a	8fc4aa	68ea	e6a3aa	68ea	000068ea
2157	442b	8fc4ab	68eb	e6a3ab	68eb	000068eb
2158	442c	8fc4ac	68ec	e6a3ac	68ec	000068ec
2159	442d	8fc4ad	68ed	e6a3ad	68ed	000068ed
2160	442e	8fc4ae	68f0	e6a3b0	68f0	000068f0
2161	442f	8fc4af	68f1	e6a3b1	68f1	000068f1
2162	4430	8fc4b0	68f5	e6a3b5	68f5	000068f5
2163	4431	8fc4b1	68f6	e6a3b6	68f6	000068f6
2164	4432	8fc4b2	68fb	e6a3bb	68fb	000068fb
2165	4433	8fc4b3	68fc	e6a3bc	68fc	000068fc
2166	4434	8fc4b4	68fd	e6a3bd	68fd	000068fd
2167	4435	8fc4b5	6906	e6a486	6906	00006906
2168	4436	8fc4b6	6909	e6a489	6909	00006909
2169	4437	8fc4b7	690a	e6a48a	690a	0000690a
2170	4438	8fc4b8	6910	e6a490	6910	00006910
2171	4439	8fc4b9	6911	e6a491	6911	00006911
2172	443a	8fc4ba	6913	e6a493	6913	00006913
2173	443b	8fc4bb	6916	e6a496	6916	00006916
2174	443c	8fc4bc	6917	e6a497	6917	00006917
2175	443d	8fc4bd	6931	e6a4b1	6931	00006931
2176	443e	8fc4be	6933	e6a4b3	6933	00006933
2177	443f	8fc4bf	6935	e6a4b5	6935	00006935
2178	4440	8fc4c0	6938	e6a4b8	6938	00006938
2179	4441	8fc4c1	693b	e6a4bb	693b	0000693b
2180	4442	8fc4c2	6942	e6a582	6942	00006942
2181	4443	8fc4c3	6945	e6a585	6945	00006945
2182	4444	8fc4c4	6949	e6a589	6949	00006949
2183	4445	8fc4c5	694e	e6a58e	694e	0000694e
2184	4446	8fc4c6	6957	e6a597	6957	00006957
2185	4447	8fc4c7	695b	e6a59b	695b	0000695b
2186	4448	8fc4c8	6963	e6a5a3	6963	00006963
2187	4449	8fc4c9	6964	e6a5a4	6964	00006964
2188	444a	8fc4ca	6965	e6a5a5	6965	00006965
2189	444b	8fc4cb	6966	e6a5a6	6966	00006966
2190	444c	8fc4cc	6968	e6a5a8	6968	00006968
2191	444d	8fc4cd	6969	e6a5a9	6969	00006969
2192	444e	8fc4ce	696c	e6a5ac	696c	0000696c
2193	444f	8fc4cf	6970	e6a5b0	6970	00006970
2194	4450	8fc4d0	6971	e6a5b1	6971	00006971
2195	4451	8fc4d1	6972	e6a5b2	6972	00006972
2196	4452	8fc4d2	697a	e6a5ba	697a	0000697a
2197	4453	8fc4d3	697b	e6a5bb	697b	0000697b
2198	4454	8fc4d4	697f	e6a5bf	697f	0000697f
2199	4455	8fc4d5	6980	e6a680	6980	00006980
2200	4456	8fc4d6	698d	e6a68d	698d	0000698d
2201	4457	8fc4d7	6992	e6a692	6992	00006992
2202	4458	8fc4d8	6996	e6a696	6996	00006996
2203	4459	8fc4d9	6998	e6a698	6998	00006998
2204	445a	8fc4da	69a1	e6a6a1	69a1	000069a1
2205	445b	8fc4db	69a5	e6a6a5	69a5	000069a5
2206	445c	8fc4dc	69a6	e6a6a6	69a6	000069a6
2207	445d	8fc4dd	69a8	e6a6a8	69a8	000069a8
2208	445e	8fc4de	69ab	e6a6ab	69ab	000069ab
2209	445f	8fc4df	69ad	e6a6ad	69ad	000069ad
2210	4460	8fc4e0	69af	e6a6af	69af	000069af
2211	4461	8fc4e1	69b7	e6a6b7	69b7	000069b7
2212	4462	8fc4e2	69b8	e6a6b8	69b8	000069b8
2213	4463	8fc4e3	69ba	e6a6ba	69ba	000069ba
2214	4464	8fc4e4	69bc	e6a6bc	69bc	000069bc
2215	4465	8fc4e5	69c5	e6a785	69c5	000069c5
2216	4466	8fc4e6	69c8	e6a788	69c8	000069c8
2217	4467	8fc4e7	69d1	e6a791	69d1	000069d1
2218	4468	8fc4e8	69d6	e6a796	69d6	000069d6
2219	4469	8fc4e9	69d7	e6a797	69d7	000069d7
2220	446a	8fc4ea	69e2	e6a7a2	69e2	000069e2
2221	446b	8fc4eb	69e5	e6a7a5	69e5	000069e5
2222	446c	8fc4ec	69ee	e6a7ae	69ee	000069ee
2223	446d	8fc4ed	69ef	e6a7af	69ef	000069ef
2224	446e	8fc4ee	69f1	e6a7b1	69f1	000069f1
2225	446f	8fc4ef	69f3	e6a7b3	69f3	000069f3
2226	4470	8fc4f0	69f5	e6a7b5	69f5	000069f5
2227	4471	8fc4f1	69fe	e6a7be	69fe	000069fe
2228	4472	8fc4f2	6a00	e6a880	6a00	00006a00
2229	4473	8fc4f3	6a01	e6a881	6a01	00006a01
2230	4474	8fc4f4	6a03	e6a883	6a03	00006a03
2231	4475	8fc4f5	6a0f	e6a88f	6a0f	00006a0f
2232	4476	8fc4f6	6a11	e6a891	6a11	00006a11
2233	4477	8fc4f7	6a15	e6a895	6a15	00006a15
2234	4478	8fc4f8	6a1a	e6a89a	6a1a	00006a1a
2235	4479	8fc4f9	6a1d	e6a89d	6a1d	00006a1d
2236	447a	8fc4fa	6a20	e6a8a0	6a20	00006a20
2237	447b	8fc4fb	6a24	e6a8a4	6a24	00006a24
2238	447c	8fc4fc	6a28	e6a8a8	6a28	00006a28
2239	447d	8fc4fd	6a30	e6a8b0	6a30	00006a30
2240	447e	8fc4fe	6a32	e6a8b2	6a32	00006a32
2241	4521	8fc5a1	6a34	e6a8b4	6a34	00006a34
2242	4522	8fc5a2	6a37	e6a8b7	6a37	00006a37
2243	4523	8fc5a3	6a3b	e6a8bb	6a3b	00006a3b
2244	4524	8fc5a4	6a3e	e6a8be	6a3e	00006a3e
2245	4525	8fc5a5	6a3f	e6a8bf	6a3f	00006a3f
2246	4526	8fc5a6	6a45	e6a985	6a45	00006a45
2247	4527	8fc5a7	6a46	e6a986	6a46	00006a46
2248	4528	8fc5a8	6a49	e6a989	6a49	00006a49
2249	4529	8fc5a9	6a4a	e6a98a	6a4a	00006a4a
2250	452a	8fc5aa	6a4e	e6a98e	6a4e	00006a4e
2251	452b	8fc5ab	6a50	e6a990	6a50	00006a50
2252	452c	8fc5ac	6a51	e6a991	6a51	00006a51
2253	452d	8fc5ad	6a52	e6a992	6a52	00006a52
2254	452e	8fc5ae	6a55	e6a995	6a55	00006a55
2255	452f	8fc5af	6a56	e6a996	6a56	00006a56
2256	4530	8fc5b0	6a5b	e6a99b	6a5b	00006a5b
2257	4531	8fc5b1	6a64	e6a9a4	6a64	00006a64
2258	4532	8fc5b2	6a67	e6a9a7	6a67	00006a67
2259	4533	8fc5b3	6a6a	e6a9aa	6a6a	00006a6a
2260	4534	8fc5b4	6a71	e6a9b1	6a71	00006a71
2261	4535	8fc5b5	6a73	e6a9b3	6a73	00006a73
2262	4536	8fc5b6	6a7e	e6a9be	6a7e	00006a7e
2263	4537	8fc5b7	6a81	e6aa81	6a81	00006a81
2264	4538	8fc5b8	6a83	e6aa83	6a83	00006a83
2265	4539	8fc5b9	6a86	e6aa86	6a86	00006a86
2266	453a	8fc5ba	6a87	e6aa87	6a87	00006a87
2267	453b	8fc5bb	6a89	e6aa89	6a89	00006a89
2268	453c	8fc5bc	6a8b	e6aa8b	6a8b	00006a8b
2269	453d	8fc5bd	6a91	e6aa91	6a91	00006a91
2270	453e	8fc5be	6a9b	e6aa9b	6a9b	00006a9b
2271	453f	8fc5bf	6a9d	e6aa9d	6a9d	00006a9d
2272	4540	8fc5c0	6a9e	e6aa9e	6a9e	00006a9e
2273	4541	8fc5c1	6a9f	e6aa9f	6a9f	00006a9f
2274	4542	8fc5c2	6aa5	e6aaa5	6aa5	00006aa5
2275	4543	8fc5c3	6aab	e6aaab	6aab	00006aab
2276	4544	8fc5c4	6aaf	e6aaaf	6aaf	00006aaf
2277	4545	8fc5c5	6ab0	e6aab0	6ab0	00006ab0
2278	4546	8fc5c6	6ab1	e6aab1	6ab1	00006ab1
2279	4547	8fc5c7	6ab4	e6aab4	6ab4	00006ab4
2280	4548	8fc5c8	6abd	e6aabd	6abd	00006abd
2281	4549	8fc5c9	6abe	e6aabe	6abe	00006abe
2282	454a	8fc5ca	6abf	e6aabf	6abf	00006abf
2283	454b	8fc5cb	6ac6	e6ab86	6ac6	00006ac6
2284	454c	8fc5cc	6ac9	e6ab89	6ac9	00006ac9
2285	454d	8fc5cd	6ac8	e6ab88	6ac8	00006ac8
2286	454e	8fc5ce	6acc	e6ab8c	6acc	00006acc
2287	454f	8fc5cf	6ad0	e6ab90	6ad0	00006ad0
2288	4550	8fc5d0	6ad4	e6ab94	6ad4	00006ad4
2289	4551	8fc5d1	6ad5	e6ab95	6ad5	00006ad5
2290	4552	8fc5d2	6ad6	e6ab96	6ad6	00006ad6
2291	4553	8fc5d3	6adc	e6ab9c	6adc	00006adc
2292	4554	8fc5d4	6add	e6ab9d	6add	00006add
2293	4555	8fc5d5	6ae4	e6aba4	6ae4	00006ae4
2294	4556	8fc5d6	6ae7	e6aba7	6ae7	00006ae7
2295	4557	8fc5d7	6aec	e6abac	6aec	00006aec
2296	4558	8fc5d8	6af0	e6abb0	6af0	00006af0
2297	4559	8fc5d9	6af1	e6abb1	6af1	00006af1
2298	455a	8fc5da	6af2	e6abb2	6af2	00006af2
2299	455b	8fc5db	6afc	e6abbc	6afc	00006afc
2300	455c	8fc5dc	6afd	e6abbd	6afd	00006afd
2301	455d	8fc5dd	6b02	e6ac82	6b02	00006b02
2302	455e	8fc5de	6b03	e6ac83	6b03	00006b03
2303	455f	8fc5df	6b06	e6ac86	6b06	00006b06
2304	4560	8fc5e0	6b07	e6ac87	6b07	00006b07
2305	4561	8fc5e1	6b09	e6ac89	6b09	00006b09
2306	4562	8fc5e2	6b0f	e6ac8f	6b0f	00006b0f
2307	4563	8fc5e3	6b10	e6ac90	6b10	00006b10
2308	4564	8fc5e4	6b11	e6ac91	6b11	00006b11
2309	4565	8fc5e5	6b17	e6ac97	6b17	00006b17
2310	4566	8fc5e6	6b1b	e6ac9b	6b1b	00006b1b
2311	4567	8fc5e7	6b1e	e6ac9e	6b1e	00006b1e
2312	4568	8fc5e8	6b24	e6aca4	6b24	00006b24
2313	4569	8fc5e9	6b28	e6aca8	6b28	00006b28
2314	456a	8fc5ea	6b2b	e6acab	6b2b	00006b2b
2315	456b	8fc5eb	6b2c	e6acac	6b2c	00006b2c
2316	456c	8fc5ec	6b2f	e6acaf	6b2f	00006b2f
2317	456d	8fc5ed	6b35	e6acb5	6b35	00006b35
2318	456e	8fc5ee	6b36	e6acb6	6b36	00006b36
2319	456f	8fc5ef	6b3b	e6acbb	6b3b	00006b3b
2320	4570	8fc5f0	6b3f	e6acbf	6b3f	00006b3f
2321	4571	8fc5f1	6b46	e6ad86	6b46	00006b46
2322	4572	8fc5f2	6b4a	e6ad8a	6b4a	00006b4a
2323	4573	8fc5f3	6b4d	e6ad8d	6b4d	00006b4d
2324	4574	8fc5f4	6b52	e6ad92	6b52	00006b52
2325	4575	8fc5f5	6b56	e6ad96	6b56	00006b56
2326	4576	8fc5f6	6b58	e6ad98	6b58	00006b58
2327	4577	8fc5f7	6b5d	e6ad9d	6b5d	00006b5d
2328	4578	8fc5f8	6b60	e6ada0	6b60	00006b60
2329	4579	8fc5f9	6b67	e6ada7	6b67	00006b67
2330	457a	8fc5fa	6b6b	e6adab	6b6b	00006b6b
2331	457b	8fc5fb	6b6e	e6adae	6b6e	00006b6e
2332	457c	8fc5fc	6b70	e6adb0	6b70	00006b70
2333	457d	8fc5fd	6b75	e6adb5	6b75	00006b75
2334	457e	8fc5fe	6b7d	e6adbd	6b7d	00006b7d
2335	4621	8fc6a1	6b7e	e6adbe	6b7e	00006b7e
2336	4622	8fc6a2	6b82	e6ae82	6b82	00006b82
2337	4623	8fc6a3	6b85	e6ae85	6b85	00006b85
2338	4624	8fc6a4	6b97	e6ae97	6b97	00006b97
2339	4625	8fc6a5	6b9b	e6ae9b	6b9b	00006b9b
2340	4626	8fc6a6	6b9f	e6ae9f	6b9f	00006b9f
2341	4627	8fc6a7	6ba0	e6aea0	6ba0	00006ba0
2342	4628	8fc6a8	6ba2	e6aea2	6ba2	00006ba2
2343	4629	8fc6a9	6ba3	e6aea3	6ba3	00006ba3
2344	462a	8fc6aa	6ba8	e6aea8	6ba8	00006ba8
2345	462b	8fc6ab	6ba9	e6aea9	6ba9	00006ba9
2346	462c	8fc6ac	6bac	e6aeac	6bac	00006bac
2347	462d	8fc6ad	6bad	e6aead	6bad	00006bad
2348	462e	8fc6ae	6bae	e6aeae	6bae	00006bae
2349	462f	8fc6af	6bb0	e6aeb0	6bb0	00006bb0
2350	4630	8fc6b0	6bb8	e6aeb8	6bb8	00006bb8
2351	4631	8fc6b1	6bb9	e6aeb9	6bb9	00006bb9
2352	4632	8fc6b2	6bbd	e6aebd	6bbd	00006bbd
2353	4633	8fc6b3	6bbe	e6aebe	6bbe	00006bbe
2354	4634	8fc6b4	6bc3	e6af83	6bc3	00006bc3
2355	4635	8fc6b5	6bc4	e6af84	6bc4	00006bc4
2356	4636	8fc6b6	6bc9	e6af89	6bc9	00006bc9
