# JIS X 0212-1990 Database for Adobe-Japan1-6
# Based on UniJIS-UTF{8,16,32}-H CMap Files
# by Ken Lunde (lunde@adobe.com)
# Version June 5, 2004
#
# Because Adobe-Japan1-6 obsoletes Adobe-Japan2-0, the correspondence
# between the two character collections is provided.
#
# Adobe-Japan1-6 CIDs in parentheses are those that are considered the
# prototypical glyphs from the JIS X 0212-1990 standard. In the case
# of kanji, they are made accessible through the OpenType 'hojo' GSUB
# feature.
#
KuTen	2022JP	EUCJP	Unicode	Adobe-Japan1-6	Adobe-Japan2-0
3344	0x414C	0x8FC1CC	U+6549	19426	1908
3345	0x414D	0x8FC1CD	U+6550	21682	1909
3346	0x414E	0x8FC1CE	U+6552	21683	1910
3347	0x414F	0x8FC1CF	U+6554	17720	1911
3348	0x4150	0x8FC1D0	U+655F	21684	1912
3349	0x4151	0x8FC1D1	U+6560	19427	1913
3350	0x4152	0x8FC1D2	U+6567	14597	1914
3351	0x4153	0x8FC1D3	U+656B	17721	1915
3352	0x4154	0x8FC1D4	U+657A	17722	1916
3353	0x4155	0x8FC1D5	U+657D	21685	1917
3354	0x4156	0x8FC1D6	U+6581	14598	1918
3355	0x4157	0x8FC1D7	U+6585	14599	1919
3356	0x4158	0x8FC1D8	U+658A	17724	1920
3357	0x4159	0x8FC1D9	U+6592	19428	1921
3358	0x415A	0x8FC1DA	U+6595	19429	1922
3359	0x415B	0x8FC1DB	U+6598	21686	1923
3360	0x415C	0x8FC1DC	U+659D	16881	1924
3361	0x415D	0x8FC1DD	U+65A0	21687	1925
3362	0x415E	0x8FC1DE	U+65A3	21688	1926
3363	0x415F	0x8FC1DF	U+65A6	21689	1927
3364	0x4160	0x8FC1E0	U+65AE	21690	1928
3365	0x4161	0x8FC1E1	U+65B2	17725	1929
3366	0x4162	0x8FC1E2	U+65B3	21691	1930
3367	0x4163	0x8FC1E3	U+65B4	19430	1931
3368	0x4164	0x8FC1E4	U+65BF	17728	1932
3369	0x4165	0x8FC1E5	U+65C2	14600	1933
3370	0x4166	0x8FC1E6	U+65C8	19432	1934
3371	0x4167	0x8FC1E7	U+65C9	17729	1935
3372	0x4168	0x8FC1E8	U+65CE	19433	1936
3373	0x4169	0x8FC1E9	U+65D0	19434	1937
3374	0x416A	0x8FC1EA	U+65D4	17730	1938
3375	0x416B	0x8FC1EB	U+65D6	21692	1939
3376	0x416C	0x8FC1EC	U+65D8	21693	1940
3377	0x416D	0x8FC1ED	U+65DF	21694	1941
3378	0x416E	0x8FC1EE	U+65F0	14601	1942
3379	0x416F	0x8FC1EF	U+65F2	14602	1943
3380	0x4170	0x8FC1F0	U+65F4	21695	1944
3381	0x4171	0x8FC1F1	U+65F5	21696	1945
3382	0x4172	0x8FC1F2	U+65F9	17732	1946
3383	0x4173	0x8FC1F3	U+65FE	21697	1947
3384	0x4174	0x8FC1F4	U+65FF	21698	1948
3385	0x4175	0x8FC1F5	U+6600	8472	1949
3386	0x4176	0x8FC1F6	U+6604	17734	1950
3387	0x4177	0x8FC1F7	U+6608	17735	1951
3388	0x4178	0x8FC1F8	U+6609	8474	1952
3389	0x4179	0x8FC1F9	U+660D	21699	1953
3390	0x417A	0x8FC1FA	U+6611	21700	1954
3391	0x417B	0x8FC1FB	U+6612	21701	1955
3392	0x417C	0x8FC1FC	U+6615	8473	1956
3393	0x417D	0x8FC1FD	U+6616	21702	1957
3394	0x417E	0x8FC1FE	U+661D	21703	1958
3401	0x4221	0x8FC2A1	U+661E	20304	1959
3402	0x4222	0x8FC2A2	U+6621	17736	1960
3403	0x4223	0x8FC2A3	U+6622	16883	1961
3404	0x4224	0x8FC2A4	U+6623	21704	1962
3405	0x4225	0x8FC2A5	U+6624	8477	1963
3406	0x4226	0x8FC2A6	U+6626	21705	1964
3407	0x4227	0x8FC2A7	U+6629	21706	1965
3408	0x4228	0x8FC2A8	U+662A	17737	1966
3409	0x4229	0x8FC2A9	U+662B	16884	1967
3410	0x422A	0x8FC2AA	U+662C	14603	1968
3411	0x422B	0x8FC2AB	U+662E	8475	1969
3412	0x422C	0x8FC2AC	U+6630	16885	1970
3413	0x422D	0x8FC2AD	U+6631	8366	1971
3414	0x422E	0x8FC2AE	U+6633	16886	1972
3415	0x422F	0x8FC2AF	U+6639	21707	1973
3416	0x4230	0x8FC2B0	U+6637	21708	1974
3417	0x4231	0x8FC2B1	U+6640	21709	1975
3418	0x4232	0x8FC2B2	U+6645	17738	1976
3419	0x4233	0x8FC2B3	U+6646	21710	1977
3420	0x4234	0x8FC2B4	U+664A	21711	1978
3421	0x4235	0x8FC2B5	U+664C	14604	1979
3422	0x4236	0x8FC2B6	U+6651	17739	1980
3423	0x4237	0x8FC2B7	U+664E	17740	1981
3424	0x4238	0x8FC2B8	U+6657	8479	1982
3425	0x4239	0x8FC2B9	U+6658	21712	1983
3426	0x423A	0x8FC2BA	U+6659	8480	1984
3427	0x423B	0x8FC2BB	U+665B	14605	1985
3428	0x423C	0x8FC2BC	U+665C	14606	1986
3429	0x423D	0x8FC2BD	U+6660	21713	1987
3430	0x423E	0x8FC2BE	U+6661	14607	1988
3431	0x423F	0x8FC2BF	U+66FB	8369	1989
3432	0x4240	0x8FC2C0	U+666A	17745	1990
3433	0x4241	0x8FC2C1	U+666B	14608	1991
3434	0x4242	0x8FC2C2	U+666C	17746	1992
3435	0x4243	0x8FC2C3	U+667E	19436	1993
3436	0x4244	0x8FC2C4	U+6673	8482	1994
3437	0x4245	0x8FC2C5	U+6675	21714	1995
3438	0x4246	0x8FC2C6	U+667F	21715	1996
3439	0x4247	0x8FC2C7	U+6677	16889 (14609)	1997
3440	0x4248	0x8FC2C8	U+6678	16890	1998
3441	0x4249	0x8FC2C9	U+6679	21716	1999
3442	0x424A	0x8FC2CA	U+667B	17748	2000
3443	0x424B	0x8FC2CB	U+6680	17749	2001
3444	0x424C	0x8FC2CC	U+667C	21717	2002
3445	0x424D	0x8FC2CD	U+668B	19437	2003
3446	0x424E	0x8FC2CE	U+668C	19438	2004
3447	0x424F	0x8FC2CF	U+668D	16891	2005
3448	0x4250	0x8FC2D0	U+6690	17750	2006
3449	0x4251	0x8FC2D1	U+6692	17751	2007
3450	0x4252	0x8FC2D2	U+6699	8483	2008
3451	0x4253	0x8FC2D3	U+669A	21718	2009
3452	0x4254	0x8FC2D4	U+669B	21719	2010
3453	0x4255	0x8FC2D5	U+669C	21720	2011
3454	0x4256	0x8FC2D6	U+669F	21721	2012
3455	0x4257	0x8FC2D7	U+66A0	8484	2013
3456	0x4258	0x8FC2D8	U+66A4	14610	2014
3457	0x4259	0x8FC2D9	U+66AD	17753	2015
3458	0x425A	0x8FC2DA	U+66B1	17754	2016
3459	0x425B	0x8FC2DB	U+66B2	8485	2017
3460	0x425C	0x8FC2DC	U+66B5	17755 (21722)	2018
3461	0x425D	0x8FC2DD	U+66BB	16892	2019
3462	0x425E	0x8FC2DE	U+66BF	8486	2020
3463	0x425F	0x8FC2DF	U+66C0	19440	2021
3464	0x4260	0x8FC2E0	U+66C2	21723	2022
3465	0x4261	0x8FC2E1	U+66C3	21724	2023
3466	0x4262	0x8FC2E2	U+66C8	14611	2024
3467	0x4263	0x8FC2E3	U+66CC	21725	2025
3468	0x4264	0x8FC2E4	U+66CE	21726	2026
3469	0x4265	0x8FC2E5	U+66CF	19441	2027
3470	0x4266	0x8FC2E6	U+66D4	21727	2028
3471	0x4267	0x8FC2E7	U+66DB	16893	2029
3472	0x4268	0x8FC2E8	U+66DF	21728	2030
3473	0x4269	0x8FC2E9	U+66E8	16894	2031
3474	0x426A	0x8FC2EA	U+66EB	21729	2032
3475	0x426B	0x8FC2EB	U+66EC	14612	2033
3476	0x426C	0x8FC2EC	U+66EE	21730	2034
3477	0x426D	0x8FC2ED	U+66FA	8487	2035
3478	0x426E	0x8FC2EE	U+6705	14613	2036
3479	0x426F	0x8FC2EF	U+6707	21731	2037
3480	0x4270	0x8FC2F0	U+670E	8488	2038
3481	0x4271	0x8FC2F1	U+6713	14614	2039
3482	0x4272	0x8FC2F2	U+6719	17762	2040
3483	0x4273	0x8FC2F3	U+671C	21732	2041
3484	0x4274	0x8FC2F4	U+6720	21733	2042
3485	0x4275	0x8FC2F5	U+6722	21734	2043
3486	0x4276	0x8FC2F6	U+6733	14615	2044
3487	0x4277	0x8FC2F7	U+673E	21735	2045
3488	0x4278	0x8FC2F8	U+6745	21736	2046
3489	0x4279	0x8FC2F9	U+6747	16895	2047
3490	0x427A	0x8FC2FA	U+6748	14616	2048
3491	0x427B	0x8FC2FB	U+674C	14617	2049
3492	0x427C	0x8FC2FC	U+6754	17766	2050
3493	0x427D	0x8FC2FD	U+6755	19444	2051
3494	0x427E	0x8FC2FE	U+675D	17767	2052
3501	0x4321	0x8FC3A1	U+6766	8490	2053
3502	0x4322	0x8FC3A2	U+676C	21737	2054
3503	0x4323	0x8FC3A3	U+676E	13681	2055
3504	0x4324	0x8FC3A4	U+6774	17771	2056
3505	0x4325	0x8FC3A5	U+6776	14618	2057
3506	0x4326	0x8FC3A6	U+677B	14619	2058
3507	0x4327	0x8FC3A7	U+6781	16896	2059
3508	0x4328	0x8FC3A8	U+6784	21738	2060
3509	0x4329	0x8FC3A9	U+678E	21739	2061
3510	0x432A	0x8FC3AA	U+678F	19446	2062
3511	0x432B	0x8FC3AB	U+6791	19447	2063
3512	0x432C	0x8FC3AC	U+6793	16897	2064
3513	0x432D	0x8FC3AD	U+6796	21740	2065
3514	0x432E	0x8FC3AE	U+6798	16898	2066
3515	0x432F	0x8FC3AF	U+6799	21741	2067
3516	0x4330	0x8FC3B0	U+679B	16899	2068
3517	0x4331	0x8FC3B1	U+67B0	14620	2069
3518	0x4332	0x8FC3B2	U+67B1	19449	2070
3519	0x4333	0x8FC3B3	U+67B2	14621	2071
3520	0x4334	0x8FC3B4	U+67B5	19450	2072
3521	0x4335	0x8FC3B5	U+67BB	8491	2073
3522	0x4336	0x8FC3B6	U+67BC	21742	2074
3523	0x4337	0x8FC3B7	U+67BD	21743	2075
3524	0x4338	0x8FC3B8	U+67F9	14622	2076
3525	0x4339	0x8FC3B9	U+67C0	8493	2077
3526	0x433A	0x8FC3BA	U+67C2	21744	2078
3527	0x433B	0x8FC3BB	U+67C3	17777	2079
3528	0x433C	0x8FC3BC	U+67C5	21745	2080
3529	0x433D	0x8FC3BD	U+67C8	17778	2081
3530	0x433E	0x8FC3BE	U+67C9	21746	2082
3531	0x433F	0x8FC3BF	U+67D2	17779	2083
3532	0x4340	0x8FC3C0	U+67D7	14623	2084
3533	0x4341	0x8FC3C1	U+67D9	14624	2085
3534	0x4342	0x8FC3C2	U+67DC	21747	2086
3535	0x4343	0x8FC3C3	U+67E1	21748	2087
3536	0x4344	0x8FC3C4	U+67E6	21749	2088
3537	0x4345	0x8FC3C5	U+67F0	14625	2089
3538	0x4346	0x8FC3C6	U+67F2	21750	2090
3539	0x4347	0x8FC3C7	U+67F6	21751	2091
3540	0x4348	0x8FC3C8	U+67F7	17781	2092
3541	0x4349	0x8FC3C9	U+6852	8492	2093
3542	0x434A	0x8FC3CA	U+6814	21752	2094
3543	0x434B	0x8FC3CB	U+6819	21753	2095
3544	0x434C	0x8FC3CC	U+681D	16901	2096
3545	0x434D	0x8FC3CD	U+681F	17786	2097
3546	0x434E	0x8FC3CE	U+6828	19452	2098
3547	0x434F	0x8FC3CF	U+6827	21754	2099
3548	0x4350	0x8FC3D0	U+682C	14626	2100
3549	0x4351	0x8FC3D1	U+682D	17787	2101
3550	0x4352	0x8FC3D2	U+682F	21755	2102
3551	0x4353	0x8FC3D3	U+6830	14627	2103
3552	0x4354	0x8FC3D4	U+6831	14628	2104
3553	0x4355	0x8FC3D5	U+6833	17789	2105
3554	0x4356	0x8FC3D6	U+683B	17790	2106
3555	0x4357	0x8FC3D7	U+683F	21756	2107
3556	0x4358	0x8FC3D8	U+6844	8495	2108
3557	0x4359	0x8FC3D9	U+6845	17792	2109
3558	0x435A	0x8FC3DA	U+684A	21757	2110
3559	0x435B	0x8FC3DB	U+684C	17794	2111
3560	0x435C	0x8FC3DC	U+6855	17795	2112
3561	0x435D	0x8FC3DD	U+6857	17796	2113
3562	0x435E	0x8FC3DE	U+6858	21758	2114
3563	0x435F	0x8FC3DF	U+685B	14629	2115
3564	0x4360	0x8FC3E0	U+686B	17798	2116
3565	0x4361	0x8FC3E1	U+686E	17799	2117
3566	0x4362	0x8FC3E2	U+686F	21759	2118
3567	0x4363	0x8FC3E3	U+6870	21760	2119
3568	0x4364	0x8FC3E4	U+6871	21761	2120
3569	0x4365	0x8FC3E5	U+6872	14630	2121
3570	0x4366	0x8FC3E6	U+6875	14631	2122
3571	0x4367	0x8FC3E7	U+6879	21762	2123
3572	0x4368	0x8FC3E8	U+687A	14632	2124
3573	0x4369	0x8FC3E9	U+687B	21763	2125
3574	0x436A	0x8FC3EA	U+687C	17800	2126
3575	0x436B	0x8FC3EB	U+6882	17801	2127
3576	0x436C	0x8FC3EC	U+6884	14633	2128
3577	0x436D	0x8FC3ED	U+6886	19453	2129
3578	0x436E	0x8FC3EE	U+6888	21764	2130
3579	0x436F	0x8FC3EF	U+6896	17803	2131
3580	0x4370	0x8FC3F0	U+6898	17805	2132
3581	0x4371	0x8FC3F1	U+689A	17807	2133
3582	0x4372	0x8FC3F2	U+689C	17808	2134
3583	0x4373	0x8FC3F3	U+68A1	21765	2135
3584	0x4374	0x8FC3F4	U+68A3	16902	2136
3585	0x4375	0x8FC3F5	U+68A5	14634	2137
3586	0x4376	0x8FC3F6	U+68A9	21766	2138
3587	0x4377	0x8FC3F7	U+68AA	17809	2139
3588	0x4378	0x8FC3F8	U+68AE	21767	2140
3589	0x4379	0x8FC3F9	U+68B2	14635	2141
3590	0x437A	0x8FC3FA	U+68BB	17812	2142
3591	0x437B	0x8FC3FB	U+68C5	17817	2143
3592	0x437C	0x8FC3FC	U+68C8	8367	2144
3593	0x437D	0x8FC3FD	U+68CC	17818	2145
3594	0x437E	0x8FC3FE	U+68CF	8496	2146
3601	0x4421	0x8FC4A1	U+68D0	14636	2147
3602	0x4422	0x8FC4A2	U+68D1	21768	2148
3603	0x4423	0x8FC4A3	U+68D3	21769	2149
3604	0x4424	0x8FC4A4	U+68D6	14637	2150
3605	0x4425	0x8FC4A5	U+68D9	17819	2151
3606	0x4426	0x8FC4A6	U+68DC	21770	2152
3607	0x4427	0x8FC4A7	U+68DD	21771	2153
3608	0x4428	0x8FC4A8	U+68E5	17821	2154
3609	0x4429	0x8FC4A9	U+68E8	14638	2155
3610	0x442A	0x8FC4AA	U+68EA	21772	2156
3611	0x442B	0x8FC4AB	U+68EB	19454	2157
3612	0x442C	0x8FC4AC	U+68EC	17822	2158
3613	0x442D	0x8FC4AD	U+68ED	14639	2159
3614	0x442E	0x8FC4AE	U+68F0	14640	2160
3615	0x442F	0x8FC4AF	U+68F1	14641	2161
3616	0x4430	0x8FC4B0	U+68F5	19455	2162
3617	0x4431	0x8FC4B1	U+68F6	21773	2163
3618	0x4432	0x8FC4B2	U+68FB	17813	2164
3619	0x4433	0x8FC4B3	U+68FC	14642	2165
3620	0x4434	0x8FC4B4	U+68FD	21774	2166
3621	0x4435	0x8FC4B5	U+6906	21775	2167
3622	0x4436	0x8FC4B6	U+6909	21776	2168
3623	0x4437	0x8FC4B7	U+690A	16903	2169
3624	0x4438	0x8FC4B8	U+6910	21777	2170
3625	0x4439	0x8FC4B9	U+6911	14643	2171
3626	0x443A	0x8FC4BA	U+6913	14644	2172
3627	0x443B	0x8FC4BB	U+6916	21778	2173
3628	0x443C	0x8FC4BC	U+6917	19456	2174
3629	0x443D	0x8FC4BD	U+6931	21779	2175
3630	0x443E	0x8FC4BE	U+6933	19457	2176
3631	0x443F	0x8FC4BF	U+6935	14645	2177
3632	0x4440	0x8FC4C0	U+6938	19458	2178
3633	0x4441	0x8FC4C1	U+693B	14646	2179
3634	0x4442	0x8FC4C2	U+6942	16906	2180
3635	0x4443	0x8FC4C3	U+6945	21780	2181
3636	0x4444	0x8FC4C4	U+6949	16904	2182
3637	0x4445	0x8FC4C5	U+694E	21781	2183
3638	0x4446	0x8FC4C6	U+6957	14647	2184
3639	0x4447	0x8FC4C7	U+695B	19459	2185
3640	0x4448	0x8FC4C8	U+6963	14648	2186
3641	0x4449	0x8FC4C9	U+6964	16907	2187
3642	0x444A	0x8FC4CA	U+6965	19460	2188
3643	0x444B	0x8FC4CB	U+6966	21782	2189
3644	0x444C	0x8FC4CC	U+6968	8498	2190
3645	0x444D	0x8FC4CD	U+6969	17830	2191
3646	0x444E	0x8FC4CE	U+696C	17831	2192
3647	0x444F	0x8FC4CF	U+6970	21783	2193
3648	0x4450	0x8FC4D0	U+6971	21784	2194
3649	0x4451	0x8FC4D1	U+6972	14649	2195
3650	0x4452	0x8FC4D2	U+697A	17832	2196
3651	0x4453	0x8FC4D3	U+697B	21785	2197
3652	0x4454	0x8FC4D4	U+697F	14650	2198
3653	0x4455	0x8FC4D5	U+6980	14651	2199
3654	0x4456	0x8FC4D6	U+698D	21786	2200
3655	0x4457	0x8FC4D7	U+6992	17833	2201
3656	0x4458	0x8FC4D8	U+6996	17835	2202
3657	0x4459	0x8FC4D9	U+6998	8500	2203
3658	0x445A	0x8FC4DA	U+69A1	21787	2204
3659	0x445B	0x8FC4DB	U+69A5	16908	2205
3660	0x445C	0x8FC4DC	U+69A6	14652	2206
3661	0x445D	0x8FC4DD	U+69A8	19461	2207
3662	0x445E	0x8FC4DE	U+69AB	19462	2208
3663	0x445F	0x8FC4DF	U+69AD	14653	2209
3664	0x4460	0x8FC4E0	U+69AF	19463	2210
3665	0x4461	0x8FC4E1	U+69B7	14654	2211
3666	0x4462	0x8FC4E2	U+69B8	21788	2212
3667	0x4463	0x8FC4E3	U+69BA	17837	2213
3668	0x4464	0x8FC4E4	U+69BC	17838	2214
3669	0x4465	0x8FC4E5	U+69C5	21789	2215
3670	0x4466	0x8FC4E6	U+69C8	21790	2216
3671	0x4467	0x8FC4E7	U+69D1	17840	2217
3672	0x4468	0x8FC4E8	U+69D6	14655	2218
3673	0x4469	0x8FC4E9	U+69D7	14656	2219
3674	0x446A	0x8FC4EA	U+69E2	8501	2220
3675	0x446B	0x8FC4EB	U+69E5	19464	2221
3676	0x446C	0x8FC4EC	U+69EE	17845	2222
3677	0x446D	0x8FC4ED	U+69EF	17846	2223
3678	0x446E	0x8FC4EE	U+69F1	19465	2224
3679	0x446F	0x8FC4EF	U+69F3	17847	2225
3680	0x4470	0x8FC4F0	U+69F5	16913	2226
3681	0x4471	0x8FC4F1	U+69FE	17850 (21791)	2227
3682	0x4472	0x8FC4F2	U+6A00	21792	2228
3683	0x4473	0x8FC4F3	U+6A01	14657	2229
3684	0x4474	0x8FC4F4	U+6A03	21793	2230
3685	0x4475	0x8FC4F5	U+6A0F	14658	2231
3686	0x4476	0x8FC4F6	U+6A11	17851	2232
3687	0x4477	0x8FC4F7	U+6A15	14659	2233
3688	0x4478	0x8FC4F8	U+6A1A	17852	2234
3689	0x4479	0x8FC4F9	U+6A1D	17853	2235
3690	0x447A	0x8FC4FA	U+6A20	21794	2236
3691	0x447B	0x8FC4FB	U+6A24	21795	2237
3692	0x447C	0x8FC4FC	U+6A28	14660	2238
3693	0x447D	0x8FC4FD	U+6A30	8502	2239
3694	0x447E	0x8FC4FE	U+6A32	17855	2240
3701	0x4521	0x8FC5A1	U+6A34	14661	2241
3702	0x4522	0x8FC5A2	U+6A37	21796	2242
3703	0x4523	0x8FC5A3	U+6A3B	16915	2243
3704	0x4524	0x8FC5A4	U+6A3E	14662	2244
3705	0x4525	0x8FC5A5	U+6A3F	17857	2245
3706	0x4526	0x8FC5A6	U+6A45	14663	2246
3707	0x4527	0x8FC5A7	U+6A46	8504	2247
3708	0x4528	0x8FC5A8	U+6A49	17858	2248
3709	0x4529	0x8FC5A9	U+6A4A	19466	2249
3710	0x452A	0x8FC5AA	U+6A4E	17860	2250
3711	0x452B	0x8FC5AB	U+6A50	14664	2251
3712	0x452C	0x8FC5AC	U+6A51	14665	2252
3713	0x452D	0x8FC5AD	U+6A52	17861	2253
3714	0x452E	0x8FC5AE	U+6A55	21797	2254
3715	0x452F	0x8FC5AF	U+6A56	14666	2255
3716	0x4530	0x8FC5B0	U+6A5B	14667	2256
3717	0x4531	0x8FC5B1	U+6A64	17862	2257
3718	0x4532	0x8FC5B2	U+6A67	19468	2258
3719	0x4533	0x8FC5B3	U+6A6A	21798	2259
3720	0x4534	0x8FC5B4	U+6A71	19469	2260
3721	0x4535	0x8FC5B5	U+6A73	8505	2261
3722	0x4536	0x8FC5B6	U+6A7E	8506	2262
3723	0x4537	0x8FC5B7	U+6A81	21799	2263
3724	0x4538	0x8FC5B8	U+6A83	14668	2264
3725	0x4539	0x8FC5B9	U+6A86	21800	2265
3726	0x453A	0x8FC5BA	U+6A87	21801	2266
3727	0x453B	0x8FC5BB	U+6A89	14669	2267
3728	0x453C	0x8FC5BC	U+6A8B	17864	2268
3729	0x453D	0x8FC5BD	U+6A91	14670	2269
3730	0x453E	0x8FC5BE	U+6A9B	21802	2270
3731	0x453F	0x8FC5BF	U+6A9D	14671	2271
3732	0x4540	0x8FC5C0	U+6A9E	14672	2272
3733	0x4541	0x8FC5C1	U+6A9F	14673	2273
3734	0x4542	0x8FC5C2	U+6AA5	16918	2274
3735	0x4543	0x8FC5C3	U+6AAB	17868	2275
3736	0x4544	0x8FC5C4	U+6AAF	19470	2276
3737	0x4545	0x8FC5C5	U+6AB0	21803	2277
3738	0x4546	0x8FC5C6	U+6AB1	21804	2278
3739	0x4547	0x8FC5C7	U+6AB4	21805	2279
3740	0x4548	0x8FC5C8	U+6ABD	17869	2280
3741	0x4549	0x8FC5C9	U+6ABE	21806	2281
3742	0x454A	0x8FC5CA	U+6ABF	21807	2282
3743	0x454B	0x8FC5CB	U+6AC6	17870	2283
3744	0x454C	0x8FC5CC	U+6AC9	19472	2284
3745	0x454D	0x8FC5CD	U+6AC8	19471	2285
3746	0x454E	0x8FC5CE	U+6ACC	21808	2286
3747	0x454F	0x8FC5CF	U+6AD0	17872	2287
3748	0x4550	0x8FC5D0	U+6AD4	17871	2288
3749	0x4551	0x8FC5D1	U+6AD5	21809	2289
3750	0x4552	0x8FC5D2	U+6AD6	21810	2290
3751	0x4553	0x8FC5D3	U+6ADC	14674	2291
3752	0x4554	0x8FC5D4	U+6ADD	17873	2292
3753	0x4555	0x8FC5D5	U+6AE4	8508	2293
3754	0x4556	0x8FC5D6	U+6AE7	14675	2294
3755	0x4557	0x8FC5D7	U+6AEC	14676	2295
3756	0x4558	0x8FC5D8	U+6AF0	21811	2296
3757	0x4559	0x8FC5D9	U+6AF1	17876	2297
3758	0x455A	0x8FC5DA	U+6AF2	17877	2298
3759	0x455B	0x8FC5DB	U+6AFC	21812	2299
3760	0x455C	0x8FC5DC	U+6AFD	17879	2300
3761	0x455D	0x8FC5DD	U+6B02	21813	2301
3762	0x455E	0x8FC5DE	U+6B03	19473	2302
3763	0x455F	0x8FC5DF	U+6B06	21814	2303
3764	0x4560	0x8FC5E0	U+6B07	21815	2304
3765	0x4561	0x8FC5E1	U+6B09	21816	2305
3766	0x4562	0x8FC5E2	U+6B0F	17882	2306
3767	0x4563	0x8FC5E3	U+6B10	17883	2307
3768	0x4564	0x8FC5E4	U+6B11	17884	2308
3769	0x4565	0x8FC5E5	U+6B17	17886	2309
3770	0x4566	0x8FC5E6	U+6B1B	16920	2310
3771	0x4567	0x8FC5E7	U+6B1E	14677	2311
3772	0x4568	0x8FC5E8	U+6B24	14678	2312
3773	0x4569	0x8FC5E9	U+6B28	21817	2313
3774	0x456A	0x8FC5EA	U+6B2B	21818	2314
3775	0x456B	0x8FC5EB	U+6B2C	16921	2315
3776	0x456C	0x8FC5EC	U+6B2F	17888	2316
3777	0x456D	0x8FC5ED	U+6B35	14679	2317
3778	0x456E	0x8FC5EE	U+6B36	21819	2318
3779	0x456F	0x8FC5EF	U+6B3B	19474	2319
3780	0x4570	0x8FC5F0	U+6B3F	19475	2320
3781	0x4571	0x8FC5F1	U+6B46	14680	2321
3782	0x4572	0x8FC5F2	U+6B4A	17889	2322
3783	0x4573	0x8FC5F3	U+6B4D	21820	2323
3784	0x4574	0x8FC5F4	U+6B52	21821	2324
3785	0x4575	0x8FC5F5	U+6B56	14681	2325
3786	0x4576	0x8FC5F6	U+6B58	17890	2326
3787	0x4577	0x8FC5F7	U+6B5D	21822	2327
3788	0x4578	0x8FC5F8	U+6B60	14682	2328
3789	0x4579	0x8FC5F9	U+6B67	16922	2329
3790	0x457A	0x8FC5FA	U+6B6B	21823	2330
3791	0x457B	0x8FC5FB	U+6B6E	21824	2331
3792	0x457C	0x8FC5FC	U+6B70	21825	2332
3793	0x457D	0x8FC5FD	U+6B75	17892	2333
3794	0x457E	0x8FC5FE	U+6B7D	19476	2334
3801	0x4621	0x8FC6A1	U+6B7E	19477	2335
3802	0x4622	0x8FC6A2	U+6B82	14683	2336
3803	0x4623	0x8FC6A3	U+6B85	21826	2337
3804	0x4624	0x8FC6A4	U+6B97	21827	2338
3805	0x4625	0x8FC6A5	U+6B9B	17895	2339
3806	0x4626	0x8FC6A6	U+6B9F	21828	2340
3807	0x4627	0x8FC6A7	U+6BA0	21829	2341
3808	0x4628	0x8FC6A8	U+6BA2	21830	2342
3809	0x4629	0x8FC6A9	U+6BA3	21831	2343
3810	0x462A	0x8FC6AA	U+6BA8	21832	2344
3811	0x462B	0x8FC6AB	U+6BA9	16923	2345
3812	0x462C	0x8FC6AC	U+6BAC	21833	2346
3813	0x462D	0x8FC6AD	U+6BAD	16924	2347
3814	0x462E	0x8FC6AE	U+6BAE	17896	2348
3815	0x462F	0x8FC6AF	U+6BB0	19478	2349
3816	0x4630	0x8FC6B0	U+6BB8	21834	2350
3817	0x4631	0x8FC6B1	U+6BB9	21835	2351
3818	0x4632	0x8FC6B2	U+6BBD	17898	2352
3819	0x4633	0x8FC6B3	U+6BBE	14684	2353
3820	0x4634	0x8FC6B4	U+6BC3	21836	2354
3821	0x4635	0x8FC6B5	U+6BC4	21837	2355
3822	0x4636	0x8FC6B6	U+6BC9	17901	2356
3823	0x4637	0x8FC6B7	U+6BCC	14148	2357
3824	0x4638	0x8FC6B8	U+6BD6	8509	2358
3825	0x4639	0x8FC6B9	U+6BDA	17902	2359
3826	0x463A	0x8FC6BA	U+6BE1	14685	2360
3827	0x463B	0x8FC6BB	U+6BE3	21838	2361
3828	0x463C	0x8FC6BC	U+6BE6	17903	2362
3829	0x463D	0x8FC6BD	U+6BE7	17904	2363
3830	0x463E	0x8FC6BE	U+6BEE	17905	2364
3831	0x463F	0x8FC6BF	U+6BF1	14686	2365
3832	0x4640	0x8FC6C0	U+6BF7	19479	2366
3833	0x4641	0x8FC6C1	U+6BF9	19480	2367
3834	0x4642	0x8FC6C2	U+6BFF	16926	2368
3835	0x4643	0x8FC6C3	U+6C02	17906	2369
3836	0x4644	0x8FC6C4	U+6C04	19481	2370
3837	0x4645	0x8FC6C5	U+6C05	16927	2371
3838	0x4646	0x8FC6C6	U+6C09	19482	2372
3839	0x4647	0x8FC6C7	U+6C0D	19483	2373
3840	0x4648	0x8FC6C8	U+6C0E	17908	2374
3841	0x4649	0x8FC6C9	U+6C10	14687	2375
3842	0x464A	0x8FC6CA	U+6C12	21839	2376
3843	0x464B	0x8FC6CB	U+6C19	21840	2377
3844	0x464C	0x8FC6CC	U+6C1F	21841	2378
3845	0x464D	0x8FC6CD	U+6C26	21842	2379
3846	0x464E	0x8FC6CE	U+6C27	21843	2380
3847	0x464F	0x8FC6CF	U+6C28	21844	2381
3848	0x4650	0x8FC6D0	U+6C2C	19484	2382
